"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Late-demographic dividend","LTE","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4888713161928","","","","","","","","","","","","","","","","","","13.4118915233682","14.120198521473","16.3344059584274","16.487043107899","","","","",
"Lithuania","LTU","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.787","25.244","25.46","28.557","31.581","20.445","26.922","20.262","15.764","9.985","8.397","13.347","29.553","35.712","32.576","26.674","21.891","19.252","16.299","14.455","13.264","11.114","11.854","19.561","14.311","11.927","13.812","16.214","",
"Luxembourg","LUX","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","6.715","5.317","6.463","6.061","5.369","4.715","3.338","3.601","2.633","3.678","4.354","7.898","7.248","9.233","7.271","6.413","6.752","6.381","6.34","6.96","10.927","16.911","13.689","16.176","15.189","17.868","16.82","13.959","18.101","16.638","16.344","24.497","17.521","22.042","15.44","14.182","16.985","23.196","18.684","17.601","18.817","21.588","",
"Latvia","LVA","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.108","25.858","26.984","23.548","21.272","24.19","25.289","20.442","21.82","15.146","13.616","10.553","13.622","33.338","36.151","31","28.53","23.218","19.621","16.326","17.286","16.986","12.2","12.422","14.874","14.791","15.275","12.323","13.592","",
"Macao SAR, China","MAC","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.104","3.815","5.649","6.116","7.246","8.4","10.744","","10.895","10.037","11.523","12.876","11.067","8.228","7.123","6.149","6.074","7.765","5.528","5.825","5.542","4.199","5.337","4.459","5.137","5.298","5.258","5.167","8.032","","","","","",
"St. Martin (French part)","MAF","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","20.471","","","","","","","","31.134","","","","31.862","","","","35.02","20.487","","18.902","17.63","17.022","15.394","15.696","16.562","15.58","18.254","16.65","17.62","17.917","18.606","19.129","19.94","20.8","22.24","","","","","31.8","32.65","","","",
"Monaco","MCO","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.911","","","","","","","","","","","","","","","","26.646","","","","","","","","","",
"Moldova","MDA","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.897","16.372","15.24","14.786","15.432","14.568","9.742","7.551","5.851","6.623","5.646","4.836","3.439","2.947","2.296","3.329","3.011","3.91","3.202","3.253","4.057","1.8","2.921","4.08","4.599","",
"Madagascar","MDG","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.985","","2.263","","","","","6.247","","0.985","","","3.441","","","","","","","5.586","","","",
"Maldives","MDV","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.881","","","","","4.436","","","","","","","","","25.403","","","","","9.468","","15.124","","","13.874","","","","","","",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1149882109912","15.1154655687609","14.5546384925135","14.7019736918069","15.6224814495221","15.9902824357443","18.5980747078648","18.0179064771605","17.1996804636537","17.954390022686","17.6452425737409","","16.3452253637024","15.9807620595957","18.7498921376059","17.5347693884902","","","","",
"Mexico","MEX","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.127","7.117","8.2","6.924","7.044","7.172","7.648","10.066","9.729","9.801","9.392","9.448","9.472","8.563","7.664","6.881","6.85","7.197","8.04","7.556","6.374","5.786","5.702","",
"Marshall Islands","MHL","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.678","","24.913","","","","",
"Middle income","MIC","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8749769631913","","","","","","","","","","","","","","","","","","18.3413436342324","16.7147435608447","19.2128870903092","17.7881689554605","","","","",
"North Macedonia","MKD","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.362","65.716","","62.049","60.15","58.19","56.749","55.091","55.179","55.14","53.918","51.865","53.361","47.804","48.87","47.182","45.911","35.598","35.846","36.332","32.617","29.69","28.668","",
"Mali","MLI","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.428","10.713","","","8.53","8.152","19.996","2.345","19.553","2.438","4.707","7.499","","11.561","14.463","10.544","",
"Malta","MLT","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.844","17.648","15.313","17.365","18.297","16.121","15.487","13.538","11.657","14.526","13.243","13.341","13.85","12.732","11.688","11.639","10.7","10.579","9.359","10.063","11.535","9.857","9.008","9.248","9.156","",
"Myanmar","MMR","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.282","1.591","","3.588","1.835","1.301","4.876","","","","","",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.0748885756017","14.3375163359037","13.7463385715343","13.8137678736401","15.6653555743837","16.1091880963041","18.2242897489168","17.4796558119108","16.7093419442423","18.1829185046328","17.9743710635492","","","15.8961132031919","18.5278589906369","17.7162009671871","","","","",
"Montenegro","MNE","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.11","","","","37.058","44.038","41.751","35.831","37.577","35.916","31.695","29.43","25.183","35.954","36.962","29.493","23.363","26.03","",
"Mongolia","MNG","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.799","3.661","3.347","11.869","11.869","9.845","10.15","14.81","10.492","8.277","10.887","12.331","13.087","20.783","17.932","16.813","21.164","14.924","16.54","11.447","11.603","14.388","",
"Northern Mariana Islands","MNP","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.852","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.407","","","","","","","11.727","","","",
"Mauritania","MRT","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.224","","","","","21.154","","22.765","","","","","","",
"Mauritius","MUS","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.77","","","","","","27.632","25.597","17.358","24.696","25.776","23.386","24.702","19.318","21.587","23.657","21.621","23.537","22.121","24.641","25.439","22.797","24","23.867","21.794","24.547","24.547","21.436","16.192","15.582","",
"Malawi","MWI","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.497","","","","","","2.294","","6.813","","","","5.196","","","1.234","","","","19.151","",
"Malaysia","MYS","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","12.101","","","","","","","","","","3.976","","","","","","","","","","","1.239","","","","","","","","","","","","","","","","10.893","10.918","11.895","11.398","9.7","9.942","9.777","9.514","10.658","10.456","10.764","10.919","10.524","12.022","11.256","11.734","","","",
"North America","NAC","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","11.2","13","11.3","12.2","11.5","10.1","8.6","8.7","8.7","8.4","11","12.7","12.1","10.5","11.9","16.1","14.4672760814474","13.622318375172","12.4746080530266","11.8888419957563","13.7896637487377","14.6807080309182","17.8455139905239","17.4112127044187","14.2569064738582","13.8226637004685","13.4379981440522","12.302770429147","11.0500813098182","10.9049662565408","11.3163964938445","13.6466769169339","14.5025692944594","13.7762016227676","12.8701587994619","12.4481466860303","12.4321549088917","11.9106285663512","10.8937721509343","10.2949367324391","9.65438854573933","10.7767113512384","12.1496157984776","12.5412849495945","11.9977516871085","11.4114679831714","10.6125348374016","10.588362941425","12.7085758878449","17.3632263392963","18.0617663204973","16.9892517946723","16.0088720133126","15.3288370996603","13.3815221632033","11.7311082055017","10.6311864548588","9.42568684591708","8.81246508879635","8.61730612609025","15.4158898708605","10.0897500818894","8.31218036018022","8.20886717061131","9.33566471850963","10.3519752601293",
"Namibia","NAM","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.695","","","","","","42.506","","34.363","41.437","38.982","","44.883","","37.959","","","","","","","",
"New Caledonia","NCL","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.391","","","36.081","39.8","32.492","46.229","","33.508","34.514","","",
"Niger","NER","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.161","","","","","","","","","","0.482","4.464","","0.702","","","16.622","","0.773","","","0.397","","","",
"Nigeria","NGA","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","15.351","","","","","","","","","","","","","","","","","","","","","","","","","9.848","","10.074","8.128","7.664","12.357","13.803","","9.23","","","6.056","5.183","5.449","",
"Nicaragua","NIC","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.564","","","","","","","","","","","","5.966","","","","","8.595","","","","","","7.939","","8.461","","","","","","","","","","","",
"Netherlands","NLD","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","9.671","","10.384","","","","21.05","","17.633","","16.777","14.24","13.134","11.088","11.102","8.129","10.435","11.316","12.11","11.437","9.75","8.756","7.378","5.258","4.372","4.582","6.584","8.001","11.848","10.015","9.364","8.578","10.194","11.073","10.003","11.714","13.174","12.725","11.252","10.815","8.862","7.165","6.735","9.106","9.324","7.633","8.249","8.683","",
"Norway","NOR","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","7.602","8.857","7.625","6.497","4.986","5.316","7.921","11.528","","","","","","19.114","15.329","14.942","12.854","12.285","11.09","12.167","13.047","11.859","12.8","11.488","8.736","7.407","7.415","9.174","9.325","8.524","8.481","9.145","7.862","9.907","11.163","10.384","9.703","9.936","11.336","12.883","9.929","11.011","11.899","",
"Nepal","NPL","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.981","","","","","","","","","2.34","","","","","","","","","20.529","","","","","","","","",
"Nauru","NRU","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.031","","","","18.961","","","","","","","26.569","","","","","","","","12.026","","","","",
"New Zealand","NZL","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","8.05","8.228","11.084","13.866","14.451","19.338","19.189","17.891","15.478","12.275","12.222","13.582","15.03","14.184","13.532","12.109","11.739","10.481","9.642","9.753","9.938","9.931","11.009","15.981","16.599","16.181","16.919","15.282","14.078","13.862","13.447","12.937","11.801","11.304","12.436","10.549","9.418","10.801","14.15","15.674",
"OECD members","OED","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","17.6478468523812","17.1148484637952","16.7822353633102","16.5054067534184","15.5692996900874","14.6189229124615","13.4039311272699","13.0478641069934","13.9115108800642","14.6644077918876","15.8308048112371","16.0968091551549","15.9214372094208","16.4045732885208","16.3429758243809","15.5012912324868","15.3154329409332","14.113529038568","14.9633774375592","14.698026140938","15.2214130303582","15.1671875683258","14.7149957529082","13.4945646942187","12.9553399965341","13.6904367950928","17.6023572248194","17.7807305828845","17.2956403725327","17.4473657418937","17.3764121055436","16.3036191654462","15.130706626716","14.271434847999","13.2713902361213","12.5081595468999","12.6482416546896","15.876563130804","13.6510668426543","11.5892549392875","11.2340657982355","11.6247850670747","",
"Oman","OMN","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.035","","","","","","","","18.672","4.11","5.759","8.522","15.47","","","","","",
"Other small states","OSS","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5028377350693","","","","","22.0502555003021","","","","",
"Pakistan","PAK","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.289","","5.136","10.059","8.576","7.151","7.42","8.948","","9.984","10.452","","13.341","","13.413","","11.69","","0.937","0.817","0.984","1.074","1.281","1.704","7.56","5.898","3.992","6.614","5.111","","7.845","9.561","16.579","11.101","","","","12.521",
"Panama","PAN","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.629","","","","","","","","","","","","","","","","","","","15.226","13.518","11.145","9.63","9.911","11.583","11.693","12.31","14.842","14.109","17.072","40.114","22.366","19.149","16.734","19.714","",
"Peru","PER","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.305","7.708","8.662","8.294","6.328","7.293","5.872","6.322","7.67","8.42","7.145","7.526","7.375","7.049","6.747","6.89","6.703","6.878","7.353","6.728","8.066","8.173","8.205","7.335","12.583","9.521","7.008","8.155","8.952","8.665",
"Philippines","PHL","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","12.107","","15.893","15.042","17.042","15.388","17.604","17.196","17.264","17.005","16.139","14.473","15.704","18.91","21.312","","9.742","","9.253","9.385","9.554","10.232","8.936","10.06","10.359","9.938","9.632","9.471","9.226","9.484","8.467","7.698","7.458","6.669","6.769","7.032","8.488","6.863","6.902","","",
"Palau","PLW","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.936","","","","","9.622","","","","","","","","","","","","","","5.606","","","","","","3.261","","","4.745","","",
"Papua New Guinea","PNG","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.271","","","","","","","","","","3.612","","","","","","","","","","","","3.79","","","",
"Poland","POL","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.803","21.326","29.594","33.565","41.201","44.13","43.257","40.51","37.419","29.677","21.509","17.225","20.596","23.6","25.619","26.437","27.287","23.837","20.738","17.636","14.812","11.727","9.87","10.871","11.849","10.584","11.197","10.656","",
"Pre-demographic dividend","PRE","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico (US)","PRI","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","37.245","37.902","35.719","31.253","","36.122","38.737","47.297","40.593","41.859","42.696","41.032","34.969","","31.325","34.104","34.091","30.5","","26.425","27.778","27.143","24.885","22.685","20.5","","23.267","23.223","21.226","23.256","22.34","22.156","24.528","","30.233","29.851","27.344","","","25","","","","","34.29","","","","","",
"Korea, Dem. People's Rep.","PRK","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","19.796","19.221","16.906","15.98","14.878","","22.868","20.004","20.31","17.522","14.259","11.699","10.356","8.699","9.673","12.11","14.534","15.976","16.971","14.141","9.502","9.175","8.254","8.963","10.456","13.504","14.05","16.22","16.503","16.73","16.663","20.309","22.754","30.308","37.979","38.453","34.664","31.785","27.8","23.799","20.233","18.326","22.459","23.424","19.189","20.507","21.63","19.13",
"Paraguay","PRY","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.688","8.22","","","","9.61","10.451","","11.43","16.7","13.515","11.988","10.582","11.237","10.566","9.804","12.024","11.028","11.763","10.098","9.662","11.215","11.05","11.509","14.35","14.545","15.277","17.09","16.133","14.525","13.196","13.464","10.832",
"West Bank and Gaza","PSE","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.024","31.61","39.052","35.8","35.949","32.253","30.126","31.349","37.738","34.451","36.684","31.73","35.199","37.684","36.707","37.446","38.624","41.862","42.196","40.158","42.077","41.672","36.134","","42.952","40.841",
"Pacific island small states","PSS","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","17.3557931398681","16.7660174085337","16.6003175702868","16.0998338108637","15.3214454418026","14.2547197171904","12.9299628742216","12.6136310205921","13.7961408774948","14.5477216639379","15.7621240429771","16.1554482815747","15.8902790919855","16.1800077378508","16.00119151575","14.9001273357756","14.3491840253644","13.0528154224072","12.8737843225506","13.4357210606579","13.8302769187443","13.8621030267875","13.8875721709272","13.3047557316963","12.5118722316246","13.4672674199865","17.2474351895289","17.9576064499546","17.8886275371513","18.1677071588537","18.2496722463638","17.283764894903","15.9736323593148","14.8179721374282","13.3417733495724","12.3113454319866","11.7033868294844","15.5255207685689","13.0251410317175","10.8652055414996","10.7749531799586","11.5240024264345","",
"French Polynesia","PYF","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.878","","","","","","33.207","","","","","34.234","","","","","56.718","","","","","","","","","","","","","",
"Qatar","QAT","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.765","","","1.621","1.027","1.196","","1.32","1.63","1.128","0.785","0.599","0.48","0.509","0.311","0.3","0.474","0.691","","","","",
"Romania","ROU","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.36","","","20.924","20.194","17.404","16.789","17.3","17.806","17.635","22.223","19.524","22.325","20.246","21.436","20.142","18.596","20.755","22.108","23.908","22.556","23.727","24.021","21.661","20.603","18.32","16.239","16.765","17.337","21.038","22.793","21.782","23.931","",
"Russian Federation","RUS","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.656","14.5","14.076","18.743","17.107","15.434","14.868","13.97","13.841","16.149","16.496","16.233","16.973","15.249","17.039","16.22","14.49","11.196","8.306","",
"Rwanda","RWA","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.741","","","","","","","","","","","","","","","","","","1.922","","","16.726","16.215","16.004","15.902","23.239","22.109","18.257","16.559","",
"South Asia","SAS","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.77591228225935","","","","","","8.62538056418398","","","","","9.31190302246347","","","","","9.35812791318318","","9.97039307633112","","","","","","26.099961174291","22.6590746651214","24.5574737186109","20.7507815511738","17.1961731994916","14.738228556215","14.8869442596736","",
"Saudi Arabia","SAU","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.789","","","","","","","","","","","","","","","29.748","29.346","29.953","","","28.327","29.457","30.39","","","31.71","30.372","25.208","29.409","19.677","15.921","13.713","11.453","",
"Sudan","SDN","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.317","20","","32.604","","","","","","","","","","","12.414","","","",
"Senegal","SEN","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.57","","","","14.805","","","","","2.975","","","","8.054","6.364","5.83","","4.053","","","7.179","6.528","7.553","",
"Singapore","SGP","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","5.976","5.798","4.805","","4.486","5.259","4.6","7.432","9.946","7.863","6.014","4.294","3.344","3.82","6.62","7","7.27","6.98","8.65","5.44","8.25","9.59","","7.73","11.25","10.19","10.85","9.889","8.88","8.8","9.16","12.91","9.86","9.22","8.869","9.342","8.793","9.351","9.132","10.839","9.418","11.501","14.234","10.049","8.434","9.06","7.502","",
"Solomon Islands","SLB","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.327","","","","","","","","","","","","",
"Sierra Leone","SLE","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.15","","","","","","","","","","9.449","","","","3.58","","","","","","","",
"El Salvador","SLV","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.115","13.331","12.498","12.016","","","10.535","10.305","10.29","","12.376","11.44","","13.969","10.268","8.625","8.618","8.703","9.893","8.924","9.798","10.064","9.605","9.952","11.243","9.988","7.701","7.174","6.524","",
"San Marino","SMR","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","17.341","17.963","16.904","13.839","11.466","9.878","9.009","8.737","10.86","","7.913","10.861","9.309","8.741","","","","","","","","8.365","8.36","11.922","15.812","17.254","","","","","28.048","27.401","26.204","27.54","26.882","22.548","15.485","15.748","","","",
"Somalia, Fed. Rep.","SOM","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.816","","","17.868","","","",
"Serbia","SRB","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.742","47.89","43.729","35.109","41.513","46.265","50.926","51.051","49.417","47.527","43.162","34.937","31.907","29.716","27.526","26.65","24.53","23.293","24.145","21.445","",
